,period,timedelta,dst,labels
56106,test_c,390 days 18:00:00,4,low
56107,test_c,390 days 19:00:00,2,low
56108,test_c,390 days 20:00:00,-1,low
56109,test_c,390 days 21:00:00,-1,low
56110,test_c,390 days 22:00:00,1,low
56111,test_c,390 days 23:00:00,9,low
56112,test_c,391 days 00:00:00,8,low
56113,test_c,391 days 01:00:00,5,low
56114,test_c,391 days 02:00:00,4,low
56115,test_c,391 days 03:00:00,3,low
56116,test_c,391 days 04:00:00,1,low
56117,test_c,391 days 05:00:00,1,low
56118,test_c,391 days 06:00:00,1,low
56119,test_c,391 days 07:00:00,-1,low
56120,test_c,391 days 08:00:00,-1,low
56121,test_c,391 days 09:00:00,-1,low
56122,test_c,391 days 10:00:00,1,low
56123,test_c,391 days 11:00:00,1,low
56124,test_c,391 days 12:00:00,2,low
56125,test_c,391 days 13:00:00,3,low
56126,test_c,391 days 14:00:00,3,low
56127,test_c,391 days 15:00:00,4,low
56128,test_c,391 days 16:00:00,4,low
56129,test_c,391 days 17:00:00,1,low
56130,test_c,391 days 18:00:00,0,low
56131,test_c,391 days 19:00:00,-4,low
56132,test_c,391 days 20:00:00,-4,low
56133,test_c,391 days 21:00:00,-2,low
56134,test_c,391 days 22:00:00,-5,low
56135,test_c,391 days 23:00:00,-3,low
56136,test_c,392 days 00:00:00,-8,low
56137,test_c,392 days 01:00:00,-8,low
56138,test_c,392 days 02:00:00,-2,low
56139,test_c,392 days 03:00:00,2,low
56140,test_c,392 days 04:00:00,0,low
56141,test_c,392 days 05:00:00,-1,low
56142,test_c,392 days 06:00:00,5,low
56143,test_c,392 days 07:00:00,8,low
56144,test_c,392 days 08:00:00,9,low
56145,test_c,392 days 09:00:00,8,low
56146,test_c,392 days 10:00:00,2,low
56147,test_c,392 days 11:00:00,-5,low
56148,test_c,392 days 12:00:00,-1,low
56149,test_c,392 days 13:00:00,3,low
56150,test_c,392 days 14:00:00,-3,low
56151,test_c,392 days 15:00:00,-7,low
56152,test_c,392 days 16:00:00,-6,low
56153,test_c,392 days 17:00:00,-9,low
56154,test_c,392 days 18:00:00,-9,low
56155,test_c,392 days 19:00:00,-7,low
56156,test_c,392 days 20:00:00,-6,low
56157,test_c,392 days 21:00:00,-6,low
56158,test_c,392 days 22:00:00,-7,low
56159,test_c,392 days 23:00:00,-4,low
56160,test_c,393 days 00:00:00,-8,low
56161,test_c,393 days 01:00:00,-11,low
56162,test_c,393 days 02:00:00,-14,low
56163,test_c,393 days 03:00:00,-13,low
56164,test_c,393 days 04:00:00,-11,low
56165,test_c,393 days 05:00:00,-7,low
56166,test_c,393 days 06:00:00,-7,low
56167,test_c,393 days 07:00:00,-6,low
56168,test_c,393 days 08:00:00,-5,low
56169,test_c,393 days 09:00:00,-5,low
56170,test_c,393 days 10:00:00,-6,low
56171,test_c,393 days 11:00:00,-7,low
56172,test_c,393 days 12:00:00,-5,low
56173,test_c,393 days 13:00:00,-6,low
56174,test_c,393 days 14:00:00,-5,low
56175,test_c,393 days 15:00:00,-6,low
56176,test_c,393 days 16:00:00,-7,low
56177,test_c,393 days 17:00:00,-8,low
56178,test_c,393 days 18:00:00,-6,low
56179,test_c,393 days 19:00:00,-5,low
56180,test_c,393 days 20:00:00,-4,low
56181,test_c,393 days 21:00:00,-5,low
56182,test_c,393 days 22:00:00,-7,low
56183,test_c,393 days 23:00:00,0,low
56184,test_c,394 days 00:00:00,2,low
56185,test_c,394 days 01:00:00,3,low
56186,test_c,394 days 02:00:00,1,low
56187,test_c,394 days 03:00:00,-3,low
56188,test_c,394 days 04:00:00,-3,low
56189,test_c,394 days 05:00:00,-1,low
56190,test_c,394 days 06:00:00,1,low
56191,test_c,394 days 07:00:00,2,low
56192,test_c,394 days 08:00:00,4,low
56193,test_c,394 days 09:00:00,5,low
56194,test_c,394 days 10:00:00,5,low
56195,test_c,394 days 11:00:00,2,low
56196,test_c,394 days 12:00:00,2,low
56197,test_c,394 days 13:00:00,2,low
56198,test_c,394 days 14:00:00,-1,low
56199,test_c,394 days 15:00:00,-2,low
56200,test_c,394 days 16:00:00,0,low
56201,test_c,394 days 17:00:00,-1,low
56202,test_c,394 days 18:00:00,-2,low
56203,test_c,394 days 19:00:00,-3,low
56204,test_c,394 days 20:00:00,-2,low
56205,test_c,394 days 21:00:00,-2,low
56206,test_c,394 days 22:00:00,0,low
56207,test_c,394 days 23:00:00,-24,low
56208,test_c,395 days 00:00:00,-23,low
56209,test_c,395 days 01:00:00,-26,low
56210,test_c,395 days 02:00:00,-21,low
56211,test_c,395 days 03:00:00,-19,low
56212,test_c,395 days 04:00:00,-25,low
56213,test_c,395 days 05:00:00,-29,low
56214,test_c,395 days 06:00:00,-31,low
56215,test_c,395 days 07:00:00,-28,low
56216,test_c,395 days 08:00:00,-24,low
56217,test_c,395 days 09:00:00,-23,low
56218,test_c,395 days 10:00:00,-26,low
56219,test_c,395 days 11:00:00,-28,low
56220,test_c,395 days 12:00:00,-30,low
56221,test_c,395 days 13:00:00,-33,low
56222,test_c,395 days 14:00:00,-34,low
56223,test_c,395 days 15:00:00,-33,low
56224,test_c,395 days 16:00:00,-30,low
56225,test_c,395 days 17:00:00,-29,low
56226,test_c,395 days 18:00:00,-29,low
56227,test_c,395 days 19:00:00,-28,low
56228,test_c,395 days 20:00:00,-27,low
56229,test_c,395 days 21:00:00,-29,low
56230,test_c,395 days 22:00:00,-30,low
56231,test_c,395 days 23:00:00,-22,low
56232,test_c,396 days 00:00:00,1,low
56233,test_c,396 days 01:00:00,1,low
56234,test_c,396 days 02:00:00,-5,low
56235,test_c,396 days 03:00:00,-11,low
56236,test_c,396 days 04:00:00,-12,low
56237,test_c,396 days 05:00:00,-11,low
56238,test_c,396 days 06:00:00,-9,low
56239,test_c,396 days 07:00:00,-4,low
56240,test_c,396 days 08:00:00,-3,low
56241,test_c,396 days 09:00:00,-3,low
56242,test_c,396 days 10:00:00,-4,low
56243,test_c,396 days 11:00:00,-8,low
56244,test_c,396 days 12:00:00,-8,low
56245,test_c,396 days 13:00:00,-5,low
56246,test_c,396 days 14:00:00,-3,low
56247,test_c,396 days 15:00:00,-3,low
56248,test_c,396 days 16:00:00,-1,low
56249,test_c,396 days 17:00:00,2,low
56250,test_c,396 days 18:00:00,7,low
56251,test_c,396 days 19:00:00,8,low
56252,test_c,396 days 20:00:00,1,low
56253,test_c,396 days 21:00:00,-6,low
56254,test_c,396 days 22:00:00,-6,low
56255,test_c,396 days 23:00:00,-1,low
56256,test_c,397 days 00:00:00,-3,low
56257,test_c,397 days 01:00:00,-2,low
56258,test_c,397 days 02:00:00,-3,low
56259,test_c,397 days 03:00:00,-4,low
56260,test_c,397 days 04:00:00,-6,low
56261,test_c,397 days 05:00:00,-5,low
56262,test_c,397 days 06:00:00,-2,low
56263,test_c,397 days 07:00:00,3,low
56264,test_c,397 days 08:00:00,6,low
56265,test_c,397 days 09:00:00,7,low
56266,test_c,397 days 10:00:00,4,low
56267,test_c,397 days 11:00:00,0,low
56268,test_c,397 days 12:00:00,-1,low
56269,test_c,397 days 13:00:00,0,low
56270,test_c,397 days 14:00:00,1,low
56271,test_c,397 days 15:00:00,2,low
56272,test_c,397 days 16:00:00,3,low
56273,test_c,397 days 17:00:00,4,low
56274,test_c,397 days 18:00:00,4,low
56275,test_c,397 days 19:00:00,3,low
56276,test_c,397 days 20:00:00,1,low
56277,test_c,397 days 21:00:00,0,low
56278,test_c,397 days 22:00:00,1,low
56279,test_c,397 days 23:00:00,3,low
56280,test_c,398 days 00:00:00,5,low
56281,test_c,398 days 01:00:00,6,low
56282,test_c,398 days 02:00:00,3,low
56283,test_c,398 days 03:00:00,-1,low
56284,test_c,398 days 04:00:00,-3,low
56285,test_c,398 days 05:00:00,-2,low
56286,test_c,398 days 06:00:00,0,low
56287,test_c,398 days 07:00:00,6,low
56288,test_c,398 days 08:00:00,12,low
56289,test_c,398 days 09:00:00,7,low
56290,test_c,398 days 10:00:00,3,low
56291,test_c,398 days 11:00:00,2,low
56292,test_c,398 days 12:00:00,2,low
56293,test_c,398 days 13:00:00,4,low
56294,test_c,398 days 14:00:00,3,low
56295,test_c,398 days 15:00:00,1,low
56296,test_c,398 days 16:00:00,-1,low
56297,test_c,398 days 17:00:00,0,low
56298,test_c,398 days 18:00:00,4,low
56299,test_c,398 days 19:00:00,3,low
56300,test_c,398 days 20:00:00,-3,low
56301,test_c,398 days 21:00:00,-1,low
56302,test_c,398 days 22:00:00,0,low
56303,test_c,398 days 23:00:00,0,low
56304,test_c,399 days 00:00:00,2,low
56305,test_c,399 days 01:00:00,1,low
56306,test_c,399 days 02:00:00,-1,low
56307,test_c,399 days 03:00:00,-5,low
56308,test_c,399 days 04:00:00,-4,low
56309,test_c,399 days 05:00:00,-2,low
56310,test_c,399 days 06:00:00,1,low
56311,test_c,399 days 07:00:00,6,low
56312,test_c,399 days 08:00:00,10,low
56313,test_c,399 days 09:00:00,12,low
56314,test_c,399 days 10:00:00,9,low
56315,test_c,399 days 11:00:00,5,low
56316,test_c,399 days 12:00:00,6,low
56317,test_c,399 days 13:00:00,14,low
56318,test_c,399 days 14:00:00,22,low
56319,test_c,399 days 15:00:00,22,low
56320,test_c,399 days 16:00:00,18,low
56321,test_c,399 days 17:00:00,19,low
56322,test_c,399 days 18:00:00,20,low
56323,test_c,399 days 19:00:00,15,low
56324,test_c,399 days 20:00:00,3,low
56325,test_c,399 days 21:00:00,-9,low
56326,test_c,399 days 22:00:00,-9,low
56327,test_c,399 days 23:00:00,-9,low
56328,test_c,400 days 00:00:00,-12,low
56329,test_c,400 days 01:00:00,-7,low
56330,test_c,400 days 02:00:00,-4,low
56331,test_c,400 days 03:00:00,-3,low
56332,test_c,400 days 04:00:00,-6,low
56333,test_c,400 days 05:00:00,-9,low
56334,test_c,400 days 06:00:00,-8,low
56335,test_c,400 days 07:00:00,-9,low
56336,test_c,400 days 08:00:00,-9,low
56337,test_c,400 days 09:00:00,-7,low
56338,test_c,400 days 10:00:00,-10,low
56339,test_c,400 days 11:00:00,-16,low
56340,test_c,400 days 12:00:00,-15,low
56341,test_c,400 days 13:00:00,-14,low
56342,test_c,400 days 14:00:00,-13,low
56343,test_c,400 days 15:00:00,-13,low
56344,test_c,400 days 16:00:00,-14,low
56345,test_c,400 days 17:00:00,-13,low
56346,test_c,400 days 18:00:00,-12,low
56347,test_c,400 days 19:00:00,-9,low
56348,test_c,400 days 20:00:00,-7,low
56349,test_c,400 days 21:00:00,-4,low
56350,test_c,400 days 22:00:00,-10,low
56351,test_c,400 days 23:00:00,-7,low
56352,test_c,401 days 00:00:00,-4,low
56353,test_c,401 days 01:00:00,-5,low
56354,test_c,401 days 02:00:00,-10,low
56355,test_c,401 days 03:00:00,-11,low
56356,test_c,401 days 04:00:00,-13,low
56357,test_c,401 days 05:00:00,-9,low
56358,test_c,401 days 06:00:00,-8,low
56359,test_c,401 days 07:00:00,-9,low
56360,test_c,401 days 08:00:00,-8,low
56361,test_c,401 days 09:00:00,-8,low
56362,test_c,401 days 10:00:00,-9,low
56363,test_c,401 days 11:00:00,-10,low
56364,test_c,401 days 12:00:00,-7,low
56365,test_c,401 days 13:00:00,-5,low
56366,test_c,401 days 14:00:00,-6,low
56367,test_c,401 days 15:00:00,-9,low
56368,test_c,401 days 16:00:00,-9,low
56369,test_c,401 days 17:00:00,-7,low
56370,test_c,401 days 18:00:00,-6,low
56371,test_c,401 days 19:00:00,-5,low
56372,test_c,401 days 20:00:00,-4,low
56373,test_c,401 days 21:00:00,-4,low
56374,test_c,401 days 22:00:00,-6,low
56375,test_c,401 days 23:00:00,-6,low
56376,test_c,402 days 00:00:00,-3,low
56377,test_c,402 days 01:00:00,-4,low
56378,test_c,402 days 02:00:00,-2,low
56379,test_c,402 days 03:00:00,-3,low
56380,test_c,402 days 04:00:00,-9,low
56381,test_c,402 days 05:00:00,-12,low
56382,test_c,402 days 06:00:00,-13,low
56383,test_c,402 days 07:00:00,-8,low
56384,test_c,402 days 08:00:00,-6,low
56385,test_c,402 days 09:00:00,-3,low
56386,test_c,402 days 10:00:00,-3,low
56387,test_c,402 days 11:00:00,-8,low
56388,test_c,402 days 12:00:00,-11,low
56389,test_c,402 days 13:00:00,-12,low
56390,test_c,402 days 14:00:00,-10,low
56391,test_c,402 days 15:00:00,-7,low
56392,test_c,402 days 16:00:00,-4,low
56393,test_c,402 days 17:00:00,-1,low
56394,test_c,402 days 18:00:00,-1,low
56395,test_c,402 days 19:00:00,0,low
56396,test_c,402 days 20:00:00,0,low
56397,test_c,402 days 21:00:00,1,low
56398,test_c,402 days 22:00:00,-1,low
56399,test_c,402 days 23:00:00,-3,low
56400,test_c,403 days 00:00:00,-2,low
56401,test_c,403 days 01:00:00,-3,low
56402,test_c,403 days 02:00:00,-3,low
56403,test_c,403 days 03:00:00,-6,low
56404,test_c,403 days 04:00:00,-9,low
56405,test_c,403 days 05:00:00,-7,low
56406,test_c,403 days 06:00:00,-4,low
56407,test_c,403 days 07:00:00,-3,low
56408,test_c,403 days 08:00:00,-1,low
56409,test_c,403 days 09:00:00,-2,low
56410,test_c,403 days 10:00:00,-2,low
56411,test_c,403 days 11:00:00,-1,low
56412,test_c,403 days 12:00:00,-1,low
56413,test_c,403 days 13:00:00,-2,low
56414,test_c,403 days 14:00:00,-1,low
56415,test_c,403 days 15:00:00,0,low
56416,test_c,403 days 16:00:00,2,low
56417,test_c,403 days 17:00:00,3,low
56418,test_c,403 days 18:00:00,4,low
56419,test_c,403 days 19:00:00,3,low
56420,test_c,403 days 20:00:00,3,low
56421,test_c,403 days 21:00:00,3,low
56422,test_c,403 days 22:00:00,0,low
56423,test_c,403 days 23:00:00,0,low
56424,test_c,404 days 00:00:00,-2,low
56425,test_c,404 days 01:00:00,-2,low
56426,test_c,404 days 02:00:00,0,low
56427,test_c,404 days 03:00:00,4,low
56428,test_c,404 days 04:00:00,3,low
56429,test_c,404 days 05:00:00,2,low
56430,test_c,404 days 06:00:00,1,low
56431,test_c,404 days 07:00:00,0,low
56432,test_c,404 days 08:00:00,1,low
56433,test_c,404 days 09:00:00,3,low
56434,test_c,404 days 10:00:00,4,low
56435,test_c,404 days 11:00:00,1,low
56436,test_c,404 days 12:00:00,1,low
56437,test_c,404 days 13:00:00,-1,low
56438,test_c,404 days 14:00:00,-1,low
56439,test_c,404 days 15:00:00,-1,low
56440,test_c,404 days 16:00:00,-1,low
56441,test_c,404 days 17:00:00,1,low
56442,test_c,404 days 18:00:00,-1,low
56443,test_c,404 days 19:00:00,0,low
56444,test_c,404 days 20:00:00,-4,low
56445,test_c,404 days 21:00:00,-7,low
56446,test_c,404 days 22:00:00,-7,low
56447,test_c,404 days 23:00:00,-7,low
56448,test_c,405 days 00:00:00,-6,low
56449,test_c,405 days 01:00:00,-5,low
56450,test_c,405 days 02:00:00,-5,low
56451,test_c,405 days 03:00:00,-6,low
56452,test_c,405 days 04:00:00,-4,low
56453,test_c,405 days 05:00:00,-2,low
56454,test_c,405 days 06:00:00,-4,low
56455,test_c,405 days 07:00:00,-2,low
56456,test_c,405 days 08:00:00,0,low
56457,test_c,405 days 09:00:00,-1,low
56458,test_c,405 days 10:00:00,-2,low
56459,test_c,405 days 11:00:00,-1,low
56460,test_c,405 days 12:00:00,1,low
56461,test_c,405 days 13:00:00,0,low
56462,test_c,405 days 14:00:00,-1,low
56463,test_c,405 days 15:00:00,-2,low
56464,test_c,405 days 16:00:00,-3,low
56465,test_c,405 days 17:00:00,-5,low
56466,test_c,405 days 18:00:00,-3,low
56467,test_c,405 days 19:00:00,-3,low
56468,test_c,405 days 20:00:00,-3,low
56469,test_c,405 days 21:00:00,-2,low
56470,test_c,405 days 22:00:00,-1,low
56471,test_c,405 days 23:00:00,-4,low
56472,test_c,406 days 00:00:00,-6,low
56473,test_c,406 days 01:00:00,-6,low
56474,test_c,406 days 02:00:00,-4,low
56475,test_c,406 days 03:00:00,-2,low
56476,test_c,406 days 04:00:00,-2,low
56477,test_c,406 days 05:00:00,-4,low
56478,test_c,406 days 06:00:00,-3,low
56479,test_c,406 days 07:00:00,-3,low
56480,test_c,406 days 08:00:00,-3,low
56481,test_c,406 days 09:00:00,-3,low
56482,test_c,406 days 10:00:00,-3,low
56483,test_c,406 days 11:00:00,-4,low
56484,test_c,406 days 12:00:00,-6,low
56485,test_c,406 days 13:00:00,-7,low
56486,test_c,406 days 14:00:00,-6,low
56487,test_c,406 days 15:00:00,-5,low
56488,test_c,406 days 16:00:00,-5,low
56489,test_c,406 days 17:00:00,-5,low
56490,test_c,406 days 18:00:00,-6,low
56491,test_c,406 days 19:00:00,-6,low
56492,test_c,406 days 20:00:00,-6,low
56493,test_c,406 days 21:00:00,-4,low
56494,test_c,406 days 22:00:00,-1,low
56495,test_c,406 days 23:00:00,-1,low
56496,test_c,407 days 00:00:00,0,low
56497,test_c,407 days 01:00:00,-2,low
56498,test_c,407 days 02:00:00,-2,low
56499,test_c,407 days 03:00:00,-1,low
56500,test_c,407 days 04:00:00,1,low
56501,test_c,407 days 05:00:00,2,low
56502,test_c,407 days 06:00:00,3,low
56503,test_c,407 days 07:00:00,3,low
56504,test_c,407 days 08:00:00,3,low
56505,test_c,407 days 09:00:00,5,low
56506,test_c,407 days 10:00:00,2,low
56507,test_c,407 days 11:00:00,2,low
56508,test_c,407 days 12:00:00,6,low
56509,test_c,407 days 13:00:00,7,low
56510,test_c,407 days 14:00:00,7,low
56511,test_c,407 days 15:00:00,6,low
56512,test_c,407 days 16:00:00,4,low
56513,test_c,407 days 17:00:00,4,low
56514,test_c,407 days 18:00:00,4,low
56515,test_c,407 days 19:00:00,7,low
56516,test_c,407 days 20:00:00,9,low
56517,test_c,407 days 21:00:00,10,low
56518,test_c,407 days 22:00:00,10,low
56519,test_c,407 days 23:00:00,13,low
56520,test_c,408 days 00:00:00,15,low
56521,test_c,408 days 01:00:00,15,low
56522,test_c,408 days 02:00:00,11,low
56523,test_c,408 days 03:00:00,4,low
56524,test_c,408 days 04:00:00,4,low
56525,test_c,408 days 05:00:00,8,low
56526,test_c,408 days 06:00:00,12,low
56527,test_c,408 days 07:00:00,17,low
56528,test_c,408 days 08:00:00,16,low
56529,test_c,408 days 09:00:00,11,low
56530,test_c,408 days 10:00:00,4,low
56531,test_c,408 days 11:00:00,0,low
56532,test_c,408 days 12:00:00,-1,low
56533,test_c,408 days 13:00:00,-2,low
56534,test_c,408 days 14:00:00,0,low
56535,test_c,408 days 15:00:00,1,low
56536,test_c,408 days 16:00:00,4,low
56537,test_c,408 days 17:00:00,4,low
56538,test_c,408 days 18:00:00,8,low
56539,test_c,408 days 19:00:00,11,low
56540,test_c,408 days 20:00:00,9,low
56541,test_c,408 days 21:00:00,4,low
56542,test_c,408 days 22:00:00,-5,low
56543,test_c,408 days 23:00:00,-22,low
56544,test_c,409 days 00:00:00,-28,low
56545,test_c,409 days 01:00:00,-29,low
56546,test_c,409 days 02:00:00,-34,low
56547,test_c,409 days 03:00:00,-44,low
56548,test_c,409 days 04:00:00,-46,low
56549,test_c,409 days 05:00:00,-46,low
56550,test_c,409 days 06:00:00,-43,low
56551,test_c,409 days 07:00:00,-33,low
56552,test_c,409 days 08:00:00,-29,low
56553,test_c,409 days 09:00:00,-27,low
56554,test_c,409 days 10:00:00,-26,low
56555,test_c,409 days 11:00:00,-28,low
56556,test_c,409 days 12:00:00,-31,low
56557,test_c,409 days 13:00:00,-30,low
56558,test_c,409 days 14:00:00,-28,low
56559,test_c,409 days 15:00:00,-27,low
56560,test_c,409 days 16:00:00,-26,low
56561,test_c,409 days 17:00:00,-24,low
56562,test_c,409 days 18:00:00,-20,low
56563,test_c,409 days 19:00:00,-15,low
56564,test_c,409 days 20:00:00,-16,low
56565,test_c,409 days 21:00:00,-12,low
56566,test_c,409 days 22:00:00,-11,low
56567,test_c,409 days 23:00:00,-14,low
56568,test_c,410 days 00:00:00,-15,low
56569,test_c,410 days 01:00:00,-14,low
56570,test_c,410 days 02:00:00,-13,low
56571,test_c,410 days 03:00:00,-17,low
56572,test_c,410 days 04:00:00,-18,low
56573,test_c,410 days 05:00:00,-19,low
56574,test_c,410 days 06:00:00,-21,low
56575,test_c,410 days 07:00:00,-18,low
56576,test_c,410 days 08:00:00,-12,low
56577,test_c,410 days 09:00:00,-10,low
56578,test_c,410 days 10:00:00,-11,low
56579,test_c,410 days 11:00:00,-15,low
56580,test_c,410 days 12:00:00,-13,low
56581,test_c,410 days 13:00:00,-8,low
56582,test_c,410 days 14:00:00,-10,low
56583,test_c,410 days 15:00:00,-14,low
56584,test_c,410 days 16:00:00,-17,low
56585,test_c,410 days 17:00:00,-14,low
56586,test_c,410 days 18:00:00,-12,low
56587,test_c,410 days 19:00:00,-12,low
56588,test_c,410 days 20:00:00,-15,low
56589,test_c,410 days 21:00:00,-18,low
56590,test_c,410 days 22:00:00,-21,low
56591,test_c,410 days 23:00:00,-22,low
56592,test_c,411 days 00:00:00,-19,low
56593,test_c,411 days 01:00:00,-14,low
56594,test_c,411 days 02:00:00,-10,low
56595,test_c,411 days 03:00:00,-9,low
56596,test_c,411 days 04:00:00,-10,low
56597,test_c,411 days 05:00:00,-9,low
56598,test_c,411 days 06:00:00,-8,low
56599,test_c,411 days 07:00:00,-5,low
56600,test_c,411 days 08:00:00,-3,low
56601,test_c,411 days 09:00:00,-2,low
56602,test_c,411 days 10:00:00,-5,low
56603,test_c,411 days 11:00:00,-11,low
56604,test_c,411 days 12:00:00,-10,low
56605,test_c,411 days 13:00:00,-13,low
56606,test_c,411 days 14:00:00,-12,low
56607,test_c,411 days 15:00:00,-13,low
56608,test_c,411 days 16:00:00,-12,low
56609,test_c,411 days 17:00:00,-9,low
56610,test_c,411 days 18:00:00,-5,low
56611,test_c,411 days 19:00:00,-4,low
56612,test_c,411 days 20:00:00,-6,low
56613,test_c,411 days 21:00:00,-7,low
56614,test_c,411 days 22:00:00,-7,low
56615,test_c,411 days 23:00:00,-7,low
56616,test_c,412 days 00:00:00,-7,low
56617,test_c,412 days 01:00:00,-10,low
56618,test_c,412 days 02:00:00,-13,low
56619,test_c,412 days 03:00:00,-14,low
56620,test_c,412 days 04:00:00,-13,low
56621,test_c,412 days 05:00:00,-13,low
56622,test_c,412 days 06:00:00,-12,low
56623,test_c,412 days 07:00:00,-10,low
56624,test_c,412 days 08:00:00,-7,low
56625,test_c,412 days 09:00:00,-9,low
56626,test_c,412 days 10:00:00,-14,low
56627,test_c,412 days 11:00:00,-14,low
56628,test_c,412 days 12:00:00,-13,low
56629,test_c,412 days 13:00:00,-8,low
56630,test_c,412 days 14:00:00,-4,low
56631,test_c,412 days 15:00:00,-5,low
56632,test_c,412 days 16:00:00,-7,low
56633,test_c,412 days 17:00:00,-7,low
56634,test_c,412 days 18:00:00,-1,low
56635,test_c,412 days 19:00:00,-1,low
56636,test_c,412 days 20:00:00,-4,low
56637,test_c,412 days 21:00:00,-3,low
56638,test_c,412 days 22:00:00,-3,low
56639,test_c,412 days 23:00:00,-4,low
56640,test_c,413 days 00:00:00,-5,low
56641,test_c,413 days 01:00:00,-9,low
56642,test_c,413 days 02:00:00,-9,low
56643,test_c,413 days 03:00:00,-10,low
56644,test_c,413 days 04:00:00,-10,low
56645,test_c,413 days 05:00:00,-9,low
56646,test_c,413 days 06:00:00,-8,low
56647,test_c,413 days 07:00:00,-7,low
56648,test_c,413 days 08:00:00,-3,low
56649,test_c,413 days 09:00:00,-3,low
56650,test_c,413 days 10:00:00,-6,low
56651,test_c,413 days 11:00:00,-9,low
56652,test_c,413 days 12:00:00,-7,low
56653,test_c,413 days 13:00:00,-5,low
56654,test_c,413 days 14:00:00,-3,low
56655,test_c,413 days 15:00:00,-4,low
56656,test_c,413 days 16:00:00,-3,low
56657,test_c,413 days 17:00:00,-3,low
56658,test_c,413 days 18:00:00,-3,low
56659,test_c,413 days 19:00:00,-2,low
56660,test_c,413 days 20:00:00,-3,low
56661,test_c,413 days 21:00:00,-7,low
56662,test_c,413 days 22:00:00,-9,low
56663,test_c,413 days 23:00:00,-7,low
56664,test_c,414 days 00:00:00,-4,low
56665,test_c,414 days 01:00:00,0,low
56666,test_c,414 days 02:00:00,-4,low
56667,test_c,414 days 03:00:00,-7,low
56668,test_c,414 days 04:00:00,-6,low
56669,test_c,414 days 05:00:00,-5,low
56670,test_c,414 days 06:00:00,-4,low
56671,test_c,414 days 07:00:00,-2,low
56672,test_c,414 days 08:00:00,-2,low
56673,test_c,414 days 09:00:00,-2,low
56674,test_c,414 days 10:00:00,0,low
56675,test_c,414 days 11:00:00,0,low
56676,test_c,414 days 12:00:00,0,low
56677,test_c,414 days 13:00:00,2,low
56678,test_c,414 days 14:00:00,4,low
56679,test_c,414 days 15:00:00,5,low
56680,test_c,414 days 16:00:00,6,low
56681,test_c,414 days 17:00:00,5,low
56682,test_c,414 days 18:00:00,3,low
56683,test_c,414 days 19:00:00,2,low
56684,test_c,414 days 20:00:00,0,low
56685,test_c,414 days 21:00:00,-1,low
56686,test_c,414 days 22:00:00,-2,low
56687,test_c,414 days 23:00:00,-1,low
56688,test_c,415 days 00:00:00,-4,low
56689,test_c,415 days 01:00:00,-3,low
56690,test_c,415 days 02:00:00,-6,low
56691,test_c,415 days 03:00:00,-8,low
56692,test_c,415 days 04:00:00,-8,low
56693,test_c,415 days 05:00:00,-8,low
56694,test_c,415 days 06:00:00,-7,low
56695,test_c,415 days 07:00:00,-6,low
56696,test_c,415 days 08:00:00,-2,low
56697,test_c,415 days 09:00:00,1,low
56698,test_c,415 days 10:00:00,-1,low
56699,test_c,415 days 11:00:00,-3,low
56700,test_c,415 days 12:00:00,-3,low
56701,test_c,415 days 13:00:00,-1,low
56702,test_c,415 days 14:00:00,2,low
56703,test_c,415 days 15:00:00,4,low
56704,test_c,415 days 16:00:00,6,low
56705,test_c,415 days 17:00:00,7,low
56706,test_c,415 days 18:00:00,5,low
56707,test_c,415 days 19:00:00,3,low
56708,test_c,415 days 20:00:00,-2,low
56709,test_c,415 days 21:00:00,-6,low
56710,test_c,415 days 22:00:00,-9,low
56711,test_c,415 days 23:00:00,-8,low
56712,test_c,416 days 00:00:00,-5,low
56713,test_c,416 days 01:00:00,-1,low
56714,test_c,416 days 02:00:00,0,low
56715,test_c,416 days 03:00:00,-2,low
56716,test_c,416 days 04:00:00,-2,low
56717,test_c,416 days 05:00:00,-4,low
56718,test_c,416 days 06:00:00,-3,low
56719,test_c,416 days 07:00:00,-2,low
56720,test_c,416 days 08:00:00,2,low
56721,test_c,416 days 09:00:00,0,low
56722,test_c,416 days 10:00:00,-1,low
56723,test_c,416 days 11:00:00,-3,low
56724,test_c,416 days 12:00:00,-2,low
56725,test_c,416 days 13:00:00,-2,low
56726,test_c,416 days 14:00:00,-1,low
56727,test_c,416 days 15:00:00,0,low
56728,test_c,416 days 16:00:00,-2,low
56729,test_c,416 days 17:00:00,-1,low
56730,test_c,416 days 18:00:00,-1,low
56731,test_c,416 days 19:00:00,-1,low
56732,test_c,416 days 20:00:00,-3,low
56733,test_c,416 days 21:00:00,-6,low
56734,test_c,416 days 22:00:00,-8,low
56735,test_c,416 days 23:00:00,-7,low
56736,test_c,417 days 00:00:00,-4,low
56737,test_c,417 days 01:00:00,-2,low
56738,test_c,417 days 02:00:00,-3,low
56739,test_c,417 days 03:00:00,-5,low
56740,test_c,417 days 04:00:00,-4,low
56741,test_c,417 days 05:00:00,-2,low
56742,test_c,417 days 06:00:00,0,low
56743,test_c,417 days 07:00:00,1,low
56744,test_c,417 days 08:00:00,4,low
56745,test_c,417 days 09:00:00,1,low
56746,test_c,417 days 10:00:00,-3,low
56747,test_c,417 days 11:00:00,-8,low
56748,test_c,417 days 12:00:00,-7,low
56749,test_c,417 days 13:00:00,-3,low
